"Series";"Time";"Value"
"IOB";"2019-08-29T11:24:00";34
"IOB";"2019-08-29T11:26:00";34
"IOB";"2019-08-29T11:28:00";34
"IOB";"2019-08-29T11:30:00";34
"IOB";"2019-08-29T11:32:00";34
"IOB";"2019-08-29T11:34:00";34
"IOB";"2019-08-29T11:36:00";34
"IOB";"2019-08-29T11:38:00";34
"IOB";"2019-08-29T11:40:00";34
"IOB";"2019-08-29T11:42:00";34
"IOB";"2019-08-29T11:44:00";34
"IOB";"2019-08-29T11:46:00";33
"IOB";"2019-08-29T11:48:00";33
"IOB";"2019-08-29T11:50:00";33
"IOB";"2019-08-29T11:52:00";33
"IOB";"2019-08-29T11:54:00";33
"IOB";"2019-08-29T11:56:00";33
"IOB";"2019-08-29T11:58:00";33
"IOB";"2019-08-29T12:00:00";33
"IOB";"2019-08-29T12:02:00";33
"IOB";"2019-08-29T12:04:00";33
"IOB";"2019-08-29T12:06:00";33
"IOB";"2019-08-29T12:08:00";33
"IOB";"2019-08-29T12:10:00";33
"IOB";"2019-08-29T12:12:00";33
"IOB";"2019-08-29T12:14:00";33
"IOB";"2019-08-29T12:16:00";33
"IOB";"2019-08-29T12:18:00";33
"IOB";"2019-08-29T12:20:00";33
"IOB";"2019-08-29T12:22:00";33
"IOB";"2019-08-29T12:24:00";33
"IOB";"2019-08-29T12:26:00";33
"IOB";"2019-08-29T12:26:00";34
"IOB";"2019-08-29T12:28:00";33
"IOB";"2019-08-29T12:28:00";34
"IOB";"2019-08-29T12:30:00";33
"IOB";"2019-08-29T12:32:00";34
"IOB";"2019-08-29T12:32:00";33
"IOB";"2019-08-29T12:34:00";33
"IOB";"2019-08-29T12:36:00";33
"IOB";"2019-08-29T12:38:00";33
"IOB";"2019-08-29T12:38:00";34
"IOB";"2019-08-29T12:40:00";33
"IOB";"2019-08-29T12:42:00";33
"IOB";"2019-08-29T12:44:00";33
"IOB";"2019-08-29T12:46:00";33
"IOB";"2019-08-29T12:48:00";33
"IOB";"2019-08-29T12:50:00";33
"IOB";"2019-08-29T12:52:00";33
"IOB";"2019-08-29T12:54:00";33
"IOB";"2019-08-29T12:56:00";33
"IOB";"2019-08-29T12:58:00";33
"IOB";"2019-08-29T13:00:00";33
"IOB";"2019-08-29T13:02:00";33
"IOB";"2019-08-29T13:04:00";33
"IOB";"2019-08-29T13:06:00";33
"IOB";"2019-08-29T13:08:00";33
"IOB";"2019-08-29T13:10:00";33
"IOB";"2019-08-29T13:12:00";33
"IOB";"2019-08-29T13:14:00";33
"IOB";"2019-08-29T13:16:00";33
"IOB";"2019-08-29T13:18:00";33
"IOB";"2019-08-29T13:20:00";33
"IOB";"2019-08-29T13:22:00";33
"IOB";"2019-08-29T13:24:00";33
"IOB";"2019-08-29T13:26:00";33
"IOB";"2019-08-29T13:28:00";33
"IOB";"2019-08-29T13:30:00";33
"IOB";"2019-08-29T13:32:00";33
"IOB";"2019-08-29T13:34:00";33
"IOB";"2019-08-29T13:36:00";33
"IOB";"2019-08-29T13:38:00";33
"IOB";"2019-08-29T13:40:00";33
"IOB";"2019-08-29T13:42:00";33
"IOB";"2019-08-29T13:44:00";33
"IOB";"2019-08-29T13:46:00";33
"IOB";"2019-08-29T13:48:00";33
"IOB";"2019-08-29T13:50:00";33
"IOB";"2019-08-29T13:52:00";33
"IOB";"2019-08-29T13:54:00";33
"IOB";"2019-08-29T13:56:00";33
"IOB";"2019-08-29T13:58:00";33
"IOB";"2019-08-29T14:00:00";33
"IOB";"2019-08-29T14:02:00";33
"IOB";"2019-08-29T14:04:00";33
"IOB";"2019-08-29T14:06:00";33
"IOB";"2019-08-29T14:08:00";33
"IOB";"2019-08-29T14:10:00";33
"IOB";"2019-08-29T14:12:00";33
"IOB";"2019-08-29T14:14:00";33
"IOB";"2019-08-29T14:16:00";33
"IOB";"2019-08-29T14:18:00";33
"IOB";"2019-08-29T14:20:00";33
"IOB";"2019-08-29T14:22:00";33
"IOB";"2019-08-29T14:24:00";33
"IOB";"2019-08-29T14:26:00";33
"IOB";"2019-08-29T14:28:00";33
"IOB";"2019-08-29T14:30:00";33
"IOB";"2019-08-29T14:32:00";33
"IOB";"2019-08-29T14:34:00";33
"IOB";"2019-08-29T14:36:00";33
"IOB";"2019-08-29T14:38:00";33
"IOB";"2019-08-29T14:40:00";33
"IOB";"2019-08-29T14:42:00";33
"IOB";"2019-08-29T14:44:00";33
"IOB";"2019-08-29T14:46:00";33
"IOB";"2019-08-29T14:48:00";33
"IOB";"2019-08-29T14:50:00";33
"IOB";"2019-08-29T14:52:00";33
"IOB";"2019-08-29T14:54:00";33
"IOB";"2019-08-29T14:56:00";33
"IOB";"2019-08-29T14:58:00";33
"IOB";"2019-08-29T15:00:00";33
"IOB";"2019-08-29T15:02:00";33
"IOB";"2019-08-29T15:04:00";33
"IOB";"2019-08-29T15:06:00";33
"IOB";"2019-08-29T15:08:00";33
"IOB";"2019-08-29T15:10:00";33
"IOB";"2019-08-29T15:12:00";33
"IOB";"2019-08-29T15:14:00";33
"IOB";"2019-08-29T15:16:00";33
"IOB";"2019-08-29T15:18:00";33
"IOB";"2019-08-29T15:20:00";33
"IOB";"2019-08-29T15:22:00";33
"IOB";"2019-08-29T15:24:00";33
"IOB";"2019-08-29T15:26:00";33
"IOB";"2019-08-29T15:28:00";33
"IOB";"2019-08-29T15:30:00";33
"IOB";"2019-08-29T15:32:00";33
"IOB";"2019-08-29T15:34:00";33
"IOB";"2019-08-29T15:36:00";33
"IOB";"2019-08-29T15:38:00";33
"IOB";"2019-08-29T15:40:00";33
"IOB";"2019-08-29T15:42:00";33
"IOB";"2019-08-29T15:44:00";33
"IOB";"2019-08-29T15:46:00";33
"IOB";"2019-08-29T15:48:00";33
"IOB";"2019-08-29T15:50:00";33
"IOB";"2019-08-29T15:52:00";33
"IOB";"2019-08-29T15:54:00";33
"IOB";"2019-08-29T15:56:00";34
"IOB";"2019-08-29T15:58:00";34
"IOB";"2019-08-29T15:58:00";33
"IOB";"2019-08-29T16:00:00";33
"IOB";"2019-08-29T16:02:00";33
"IOB";"2019-08-29T16:04:00";33
"IOB";"2019-08-29T16:06:00";32
"IOB";"2019-08-29T16:08:00";32
"IOB";"2019-08-29T16:10:00";32
"IOB";"2019-08-29T16:12:00";32
"IOB";"2019-08-29T16:14:00";32
"IOB";"2019-08-29T16:16:00";32
"IOB";"2019-08-29T16:18:00";32
"IOB";"2019-08-29T16:20:00";33
"IOB";"2019-08-29T16:22:00";33
"IOB";"2019-08-29T16:24:00";34
"IOB";"2019-08-29T16:26:00";34
"IOB";"2019-08-29T16:28:00";34
"IOB";"2019-08-29T16:30:00";35
"IOB";"2019-08-29T16:32:00";35
"IOB";"2019-08-29T16:34:00";35
"IOB";"2019-08-29T16:36:00";35
"IOB";"2019-08-29T16:38:00";35
"IOB";"2019-08-29T16:40:00";35
"IOB";"2019-08-29T16:42:00";35
"IOB";"2019-08-29T16:44:00";35
"IOB";"2019-08-29T16:46:00";35
"IOB";"2019-08-29T16:48:00";35
"IOB";"2019-08-29T16:50:00";36
"IOB";"2019-08-29T16:52:00";36
"IOB";"2019-08-29T16:54:00";36
"IOB";"2019-08-29T16:56:00";36
"IOB";"2019-08-29T16:58:00";36
"IOB";"2019-08-29T17:00:00";36
"IOB";"2019-08-29T17:02:00";36
"IOB";"2019-08-29T17:04:00";36
"IOB";"2019-08-29T17:06:00";36
"IOB";"2019-08-29T17:08:00";36
"IOB";"2019-08-29T17:10:00";36
"IOB";"2019-08-29T17:12:00";36
"IOB";"2019-08-29T17:14:00";36
"IOB";"2019-08-29T17:16:00";36
"IOB";"2019-08-29T17:18:00";36
"IOB";"2019-08-29T17:20:00";36
"IOB";"2019-08-29T17:22:00";36
"IOB";"2019-08-29T17:24:00";36
"IOB";"2019-08-29T17:26:00";36
"IOB";"2019-08-29T17:28:00";36
"IOB";"2019-08-29T17:28:00";37
"IOB";"2019-08-29T17:30:00";37
"IOB";"2019-08-29T17:32:00";37
"IOB";"2019-08-29T17:34:00";37
"IOB";"2019-08-29T17:36:00";37
"IOB";"2019-08-29T17:38:00";37
"IOB";"2019-08-29T17:40:00";37
"IOB";"2019-08-29T17:42:00";37
"IOB";"2019-08-29T17:44:00";37
"IOB";"2019-08-29T17:46:00";37
"IOB";"2019-08-29T17:48:00";37
"IOB";"2019-08-29T17:50:00";37
"IOB";"2019-08-29T17:52:00";37
"IOB";"2019-08-29T17:54:00";37
"IOB";"2019-08-29T17:56:00";37
"IOB";"2019-08-29T17:58:00";37
"IOB";"2019-08-29T18:00:00";37
"IOB";"2019-08-29T18:02:00";37
"IOB";"2019-08-29T18:04:00";37
"IOB";"2019-08-29T18:06:00";37
"IOB";"2019-08-29T18:08:00";37
"IOB";"2019-08-29T18:10:00";37
"IOB";"2019-08-29T18:12:00";37
"IOB";"2019-08-29T18:14:00";37
"IOB";"2019-08-29T18:16:00";37
"IOB";"2019-08-29T18:18:00";37
"IOB";"2019-08-29T18:20:00";37
"IOB";"2019-08-29T18:22:00";37
"IOB";"2019-08-29T18:24:00";37
"IOB";"2019-08-29T18:26:00";37
"IOB";"2019-08-29T18:28:00";37
"IOB";"2019-08-29T18:30:00";37
"IOB";"2019-08-29T18:32:00";37
"IOB";"2019-08-29T18:34:00";37
"IOB";"2019-08-29T18:36:00";37
"IOB";"2019-08-29T18:38:00";37
"IOB";"2019-08-29T18:40:00";37
"IOB";"2019-08-29T18:42:00";37
"IOB";"2019-08-29T18:44:00";37
"IOB";"2019-08-29T18:46:00";37
"IOB";"2019-08-29T18:48:00";37
"IOB";"2019-08-29T18:50:00";37
"IOB";"2019-08-29T18:52:00";37
"IOB";"2019-08-29T18:54:00";37
"IOB";"2019-08-29T18:56:00";37
"IOB";"2019-08-29T18:58:00";37
"IOB";"2019-08-29T19:00:00";37
"IOB";"2019-08-29T19:02:00";37
"IOB";"2019-08-29T19:04:00";37
"IOB";"2019-08-29T19:06:00";37
"IOB";"2019-08-29T19:08:00";37
"IOB";"2019-08-29T19:10:00";37
"IOB";"2019-08-29T19:12:00";37
"IOB";"2019-08-29T19:14:00";37
"IOB";"2019-08-29T19:16:00";37
"IOB";"2019-08-29T19:18:00";37
"IOB";"2019-08-29T19:20:00";37
"IOB";"2019-08-29T19:22:00";37
"IOB";"2019-08-29T19:24:00";37
"IOB";"2019-08-29T19:26:00";37
"IOB";"2019-08-29T19:28:00";37
"IOB";"2019-08-29T19:30:00";37
"IOB";"2019-08-29T19:32:00";37
"IOB";"2019-08-29T19:34:00";37
"IOB";"2019-08-29T19:36:00";37
"IOB";"2019-08-29T19:38:00";37
"IOB";"2019-08-29T19:40:00";37
"IOB";"2019-08-29T19:42:00";37
"IOB";"2019-08-29T19:44:00";37
"IOB";"2019-08-29T19:46:00";37
"IOB";"2019-08-29T19:48:00";37
"IOB";"2019-08-29T19:50:00";37
"IOB";"2019-08-29T19:52:00";37
"IOB";"2019-08-29T19:54:00";37
"IOB";"2019-08-29T19:56:00";37
"IOB";"2019-08-29T19:58:00";37
"IOB";"2019-08-29T20:00:00";37
"IOB";"2019-08-29T20:02:00";37
"IOB";"2019-08-29T20:04:00";37
"IOB";"2019-08-29T20:06:00";37
"IOB";"2019-08-29T20:08:00";37
"IOB";"2019-08-29T20:10:00";37
"IOB";"2019-08-29T20:12:00";37
"IOB";"2019-08-29T20:14:00";37
"IOB";"2019-08-29T20:16:00";37
"IOB";"2019-08-29T20:18:00";37
"IOB";"2019-08-29T20:20:00";37
"IOB";"2019-08-29T20:22:00";37
"IOB";"2019-08-29T20:24:00";37
"IOB";"2019-08-29T20:26:00";37
"IOB";"2019-08-29T20:28:00";37
"IOB";"2019-08-29T20:30:00";37
"IOB";"2019-08-29T20:32:00";37
"IOB";"2019-08-29T20:34:00";37
"IOB";"2019-08-29T20:36:00";37
"IOB";"2019-08-29T20:38:00";37
"IOB";"2019-08-29T20:40:00";37
"IOB";"2019-08-29T20:42:00";37
"IOB";"2019-08-29T20:44:00";37
"IOB";"2019-08-29T20:46:00";37
"IOB";"2019-08-29T20:48:00";37
"IOB";"2019-08-29T20:50:00";37
"IOB";"2019-08-29T20:52:00";37
"IOB";"2019-08-29T20:54:00";37
"IOB";"2019-08-29T20:56:00";37
"IOB";"2019-08-29T20:58:00";37
"IOB";"2019-08-29T21:00:00";37
"IOB";"2019-08-29T21:02:00";37
"IOB";"2019-08-29T21:04:00";37
"IOB";"2019-08-29T21:06:00";37
"IOB";"2019-08-29T21:08:00";37
"IOB";"2019-08-29T21:10:00";37
"IOB";"2019-08-29T21:12:00";37
"IOB";"2019-08-29T21:14:00";37
"IOB";"2019-08-29T21:16:00";37
"IOB";"2019-08-29T21:18:00";37
"IOB";"2019-08-29T21:20:00";37
"IOB";"2019-08-29T21:22:00";37
"IOB";"2019-08-29T21:24:00";37
"IOB";"2019-08-29T21:26:00";37
"IOB";"2019-08-29T21:28:00";37
"IOB";"2019-08-29T21:30:00";37
"IOB";"2019-08-29T21:32:00";37
"IOB";"2019-08-29T21:34:00";37
"IOB";"2019-08-29T21:36:00";38
"IOB";"2019-08-29T21:36:00";37
"IOB";"2019-08-29T21:38:00";37
"IOB";"2019-08-29T21:40:00";37
"IOB";"2019-08-29T21:42:00";37
"IOB";"2019-08-29T21:44:00";37
"IOB";"2019-08-29T21:46:00";37
"IOB";"2019-08-29T21:48:00";37
"IOB";"2019-08-29T21:50:00";37
"IOB";"2019-08-29T21:52:00";37
"IOB";"2019-08-29T21:54:00";37
"IOB";"2019-08-29T21:56:00";37
"IOB";"2019-08-29T21:58:00";37
"IOB";"2019-08-29T22:00:00";37
"IOB";"2019-08-29T22:02:00";37
"IOB";"2019-08-29T22:04:00";37
"IOB";"2019-08-29T22:06:00";37
"IOB";"2019-08-29T22:08:00";37
"IOB";"2019-08-29T22:10:00";38
"IOB";"2019-08-29T22:10:00";37
"IOB";"2019-08-29T22:12:00";37
"IOB";"2019-08-29T22:14:00";38
"IOB";"2019-08-29T22:14:00";37
"IOB";"2019-08-29T22:16:00";37
"IOB";"2019-08-29T22:18:00";38
"IOB";"2019-08-29T22:20:00";37
"IOB";"2019-08-29T22:22:00";37
"IOB";"2019-08-29T22:24:00";37
"IOB";"2019-08-29T22:24:00";38
"IOB";"2019-08-29T22:26:00";38
"IOB";"2019-08-29T22:26:00";37
"IOB";"2019-08-29T22:28:00";38
"IOB";"2019-08-29T22:30:00";38
"IOB";"2019-08-29T22:32:00";38
"IOB";"2019-08-29T22:32:00";37
"IOB";"2019-08-29T22:34:00";38
"IOB";"2019-08-29T22:36:00";38
"IOB";"2019-08-29T22:38:00";38
"IOB";"2019-08-29T22:38:00";37
"IOB";"2019-08-29T22:40:00";38
"IOB";"2019-08-29T22:40:00";37
"IOB";"2019-08-29T22:42:00";38
"IOB";"2019-08-29T22:44:00";38
"IOB";"2019-08-29T22:46:00";38
"IOB";"2019-08-29T22:48:00";38
"IOB";"2019-08-29T22:50:00";37
"IOB";"2019-08-29T22:50:00";38
"IOB";"2019-08-29T22:52:00";38
"IOB";"2019-08-29T22:52:00";37
"IOB";"2019-08-29T22:54:00";37
"IOB";"2019-08-29T22:56:00";38
"IOB";"2019-08-29T22:58:00";38
"IOB";"2019-08-29T23:00:00";38
"IOB";"2019-08-29T23:02:00";38
"IOB";"2019-08-29T23:04:00";38
"IOB";"2019-08-29T23:06:00";38
"IOB";"2019-08-29T23:08:00";38
"IOB";"2019-08-29T23:10:00";38
"IOB";"2019-08-29T23:12:00";38
"IOB";"2019-08-29T23:14:00";38
"IOB";"2019-08-29T23:16:00";38
"IOB";"2019-08-29T23:18:00";38
"IOB";"2019-08-29T23:20:00";38
"IOB";"2019-08-29T23:22:00";38
"IOB";"2019-08-29T23:24:00";38
"IOB";"2019-08-29T23:26:00";38
"IOB";"2019-08-29T23:28:00";38
"IOB";"2019-08-29T23:30:00";38
"IOB";"2019-08-29T23:32:00";38
"IOB";"2019-08-29T23:34:00";38
"IOB";"2019-08-29T23:36:00";38
"IOB";"2019-08-29T23:38:00";38
"IOB";"2019-08-29T23:40:00";38
"IOB";"2019-08-29T23:42:00";38
"IOB";"2019-08-29T23:44:00";38
"IOB";"2019-08-29T23:46:00";38
"IOB";"2019-08-29T23:48:00";38
"IOB";"2019-08-29T23:50:00";38
"IOB";"2019-08-29T23:52:00";38
"IOB";"2019-08-29T23:54:00";38
"IOB";"2019-08-29T23:56:00";38
"IOB";"2019-08-29T23:58:00";38
"IOB";"2019-08-30T00:00:00";38
"IOB";"2019-08-30T00:02:00";38
"IOB";"2019-08-30T00:04:00";38
"IOB";"2019-08-30T00:06:00";38
"IOB";"2019-08-30T00:08:00";38
"IOB";"2019-08-30T00:10:00";38
"IOB";"2019-08-30T00:12:00";38
"IOB";"2019-08-30T00:14:00";38
"IOB";"2019-08-30T00:16:00";38
"IOB";"2019-08-30T00:18:00";38
"IOB";"2019-08-30T00:20:00";38
"IOB";"2019-08-30T00:22:00";38
"IOB";"2019-08-30T00:24:00";38
"IOB";"2019-08-30T00:26:00";38
"IOB";"2019-08-30T00:28:00";38
"IOB";"2019-08-30T00:30:00";38
"IOB";"2019-08-30T00:32:00";38
"IOB";"2019-08-30T00:34:00";38
"IOB";"2019-08-30T00:36:00";38
"IOB";"2019-08-30T00:38:00";38
"IOB";"2019-08-30T00:40:00";38
"IOB";"2019-08-30T00:42:00";38
"IOB";"2019-08-30T00:44:00";38
"IOB";"2019-08-30T00:46:00";38
"IOB";"2019-08-30T00:48:00";38
"IOB";"2019-08-30T00:50:00";38
"IOB";"2019-08-30T00:52:00";38
"IOB";"2019-08-30T00:54:00";38
"IOB";"2019-08-30T00:56:00";38
"IOB";"2019-08-30T00:58:00";38
"IOB";"2019-08-30T01:00:00";38
"IOB";"2019-08-30T01:02:00";38
"IOB";"2019-08-30T01:04:00";38
"IOB";"2019-08-30T01:06:00";38
"IOB";"2019-08-30T01:08:00";38
"IOB";"2019-08-30T01:10:00";38
"IOB";"2019-08-30T01:12:00";38
"IOB";"2019-08-30T01:14:00";38
"IOB";"2019-08-30T01:16:00";38
"IOB";"2019-08-30T01:18:00";38
"IOB";"2019-08-30T01:20:00";38
"IOB";"2019-08-30T01:22:00";38
"IOB";"2019-08-30T01:24:00";38
"IOB";"2019-08-30T01:26:00";38
"IOB";"2019-08-30T01:28:00";38
"IOB";"2019-08-30T01:30:00";38
"IOB";"2019-08-30T01:32:00";38
"IOB";"2019-08-30T01:34:00";38
"IOB";"2019-08-30T01:36:00";38
"IOB";"2019-08-30T01:38:00";38
"IOB";"2019-08-30T01:40:00";38
"IOB";"2019-08-30T01:42:00";38
"IOB";"2019-08-30T01:44:00";38
"IOB";"2019-08-30T01:46:00";38
"IOB";"2019-08-30T01:48:00";38
"IOB";"2019-08-30T01:50:00";38
"IOB";"2019-08-30T01:52:00";38
"IOB";"2019-08-30T01:54:00";38
"IOB";"2019-08-30T01:56:00";38
"IOB";"2019-08-30T01:58:00";38
"IOB";"2019-08-30T02:00:00";38
"IOB";"2019-08-30T02:02:00";38
"IOB";"2019-08-30T02:04:00";38
"IOB";"2019-08-30T02:06:00";38
"IOB";"2019-08-30T02:08:00";38
"IOB";"2019-08-30T02:10:00";38
"IOB";"2019-08-30T02:12:00";38
"IOB";"2019-08-30T02:14:00";38
"IOB";"2019-08-30T02:16:00";38
"IOB";"2019-08-30T02:18:00";38
"IOB";"2019-08-30T02:20:00";38
"IOB";"2019-08-30T02:22:00";38
"IOB";"2019-08-30T02:24:00";38
"IOB";"2019-08-30T02:26:00";38
"IOB";"2019-08-30T02:28:00";38
"IOB";"2019-08-30T02:30:00";38
"IOB";"2019-08-30T02:32:00";38
"IOB";"2019-08-30T02:34:00";38
"IOB";"2019-08-30T02:36:00";38
"IOB";"2019-08-30T02:38:00";38
"IOB";"2019-08-30T02:40:00";38
"IOB";"2019-08-30T02:42:00";38
"IOB";"2019-08-30T02:44:00";38
"IOB";"2019-08-30T02:46:00";38
"IOB";"2019-08-30T02:48:00";38
"IOB";"2019-08-30T02:50:00";38
"IOB";"2019-08-30T02:52:00";38
"IOB";"2019-08-30T02:54:00";38
"IOB";"2019-08-30T02:56:00";38
"IOB";"2019-08-30T02:58:00";38
"IOB";"2019-08-30T03:00:00";38
"IOB";"2019-08-30T03:02:00";38
"IOB";"2019-08-30T03:04:00";38
"IOB";"2019-08-30T03:06:00";38
"IOB";"2019-08-30T03:08:00";38
"IOB";"2019-08-30T03:10:00";38
"IOB";"2019-08-30T03:12:00";38
"IOB";"2019-08-30T03:14:00";38
"IOB";"2019-08-30T03:16:00";38
"IOB";"2019-08-30T03:18:00";38
"IOB";"2019-08-30T03:20:00";38
"IOB";"2019-08-30T03:22:00";38
"IOB";"2019-08-30T03:24:00";38
"IOB";"2019-08-30T03:26:00";38
"IOB";"2019-08-30T03:28:00";38
"IOB";"2019-08-30T03:30:00";38
"IOB";"2019-08-30T03:32:00";38
"IOB";"2019-08-30T03:34:00";38
"IOB";"2019-08-30T03:36:00";38
"IOB";"2019-08-30T03:38:00";38
"IOB";"2019-08-30T03:40:00";38
"IOB";"2019-08-30T03:42:00";38
"IOB";"2019-08-30T03:44:00";38
"IOB";"2019-08-30T03:46:00";38
"IOB";"2019-08-30T03:48:00";38
"IOB";"2019-08-30T03:50:00";38
"IOB";"2019-08-30T03:52:00";38
"IOB";"2019-08-30T03:54:00";38
"IOB";"2019-08-30T03:56:00";38
"IOB";"2019-08-30T03:58:00";38
"IOB";"2019-08-30T04:00:00";38
"IOB";"2019-08-30T04:02:00";38
"IOB";"2019-08-30T04:04:00";38
"IOB";"2019-08-30T04:06:00";38
"IOB";"2019-08-30T04:08:00";38
"IOB";"2019-08-30T04:10:00";38
"IOB";"2019-08-30T04:12:00";38
"IOB";"2019-08-30T04:14:00";38
"IOB";"2019-08-30T04:16:00";38
"IOB";"2019-08-30T04:18:00";38
"IOB";"2019-08-30T04:20:00";38
"IOB";"2019-08-30T04:22:00";38
"IOB";"2019-08-30T04:24:00";38
"IOB";"2019-08-30T04:26:00";38
"IOB";"2019-08-30T04:28:00";38
"IOB";"2019-08-30T04:30:00";38
"IOB";"2019-08-30T04:32:00";38
"IOB";"2019-08-30T04:34:00";38
"IOB";"2019-08-30T04:36:00";38
"IOB";"2019-08-30T04:38:00";38
"IOB";"2019-08-30T04:40:00";38
"IOB";"2019-08-30T04:42:00";38
"IOB";"2019-08-30T04:44:00";38
"IOB";"2019-08-30T04:46:00";38
"IOB";"2019-08-30T04:48:00";38
"IOB";"2019-08-30T04:50:00";38
"IOB";"2019-08-30T04:52:00";38
"IOB";"2019-08-30T04:54:00";38
"IOB";"2019-08-30T04:56:00";38
"IOB";"2019-08-30T04:58:00";38
"IOB";"2019-08-30T05:00:00";38
"IOB";"2019-08-30T05:02:00";38
"IOB";"2019-08-30T05:04:00";38
"IOB";"2019-08-30T05:06:00";38
"IOB";"2019-08-30T05:08:00";38
"IOB";"2019-08-30T05:10:00";38
"IOB";"2019-08-30T05:12:00";38
"IOB";"2019-08-30T05:14:00";38
"IOB";"2019-08-30T05:16:00";38
"IOB";"2019-08-30T05:18:00";38
"IOB";"2019-08-30T05:20:00";38
"IOB";"2019-08-30T05:22:00";38
"IOB";"2019-08-30T05:24:00";38
"IOB";"2019-08-30T05:26:00";38
"IOB";"2019-08-30T05:28:00";38
"IOB";"2019-08-30T05:30:00";38
"IOB";"2019-08-30T05:32:00";38
"IOB";"2019-08-30T05:34:00";38
"IOB";"2019-08-30T05:36:00";38
"IOB";"2019-08-30T05:38:00";38
"IOB";"2019-08-30T05:40:00";38
"IOB";"2019-08-30T05:42:00";38
"IOB";"2019-08-30T05:44:00";38
"IOB";"2019-08-30T05:46:00";38
"IOB";"2019-08-30T05:48:00";38
"IOB";"2019-08-30T05:50:00";38
"IOB";"2019-08-30T05:52:00";38
"IOB";"2019-08-30T05:54:00";38
"IOB";"2019-08-30T05:56:00";38
"IOB";"2019-08-30T05:58:00";38
"IOB";"2019-08-30T06:00:00";38
"IOB";"2019-08-30T06:02:00";38
"IOB";"2019-08-30T06:04:00";38
"IOB";"2019-08-30T06:06:00";38
"IOB";"2019-08-30T06:08:00";38
"IOB";"2019-08-30T06:10:00";38
"IOB";"2019-08-30T06:12:00";38
"IOB";"2019-08-30T06:14:00";38
"IOB";"2019-08-30T06:16:00";38
"IOB";"2019-08-30T06:18:00";38
"IOB";"2019-08-30T06:20:00";38
"IOB";"2019-08-30T06:22:00";38
"IOB";"2019-08-30T06:24:00";38
"IOB";"2019-08-30T06:26:00";38
"IOB";"2019-08-30T06:28:00";38
"IOB";"2019-08-30T06:30:00";38
"IOB";"2019-08-30T06:32:00";38
"IOB";"2019-08-30T06:34:00";38
"IOB";"2019-08-30T06:36:00";38
"IOB";"2019-08-30T06:38:00";38
"IOB";"2019-08-30T06:40:00";38
"IOB";"2019-08-30T06:42:00";38
"IOB";"2019-08-30T06:44:00";38
"IOB";"2019-08-30T06:46:00";38
"IOB";"2019-08-30T06:48:00";38
"IOB";"2019-08-30T06:50:00";38
"IOB";"2019-08-30T06:52:00";38
"IOB";"2019-08-30T06:54:00";38
"IOB";"2019-08-30T06:56:00";38
"IOB";"2019-08-30T06:58:00";38
"IOB";"2019-08-30T07:00:00";38
"IOB";"2019-08-30T07:02:00";38
"IOB";"2019-08-30T07:04:00";38
"IOB";"2019-08-30T07:06:00";38
"IOB";"2019-08-30T07:08:00";38
"IOB";"2019-08-30T07:10:00";38
"IOB";"2019-08-30T07:12:00";38
"IOB";"2019-08-30T07:14:00";38
"IOB";"2019-08-30T07:16:00";38
"IOB";"2019-08-30T07:18:00";38
"IOB";"2019-08-30T07:20:00";38
"IOB";"2019-08-30T07:22:00";38
"IOB";"2019-08-30T07:24:00";38
"IOB";"2019-08-30T07:26:00";38
"IOB";"2019-08-30T07:28:00";38
"IOB";"2019-08-30T07:30:00";38
"IOB";"2019-08-30T07:32:00";38
"IOB";"2019-08-30T07:34:00";38
"IOB";"2019-08-30T07:36:00";38
"IOB";"2019-08-30T07:38:00";38
"IOB";"2019-08-30T07:40:00";38
"IOB";"2019-08-30T07:42:00";38
"IOB";"2019-08-30T07:44:00";38
"IOB";"2019-08-30T07:46:00";38
"IOB";"2019-08-30T07:48:00";38
"IOB";"2019-08-30T07:50:00";38
"IOB";"2019-08-30T07:52:00";38
"IOB";"2019-08-30T07:54:00";38
"IOB";"2019-08-30T07:56:00";38
"IOB";"2019-08-30T07:58:00";38
"IOB";"2019-08-30T08:00:00";38
"IOB";"2019-08-30T08:02:00";38
"IOB";"2019-08-30T08:04:00";38
"IOB";"2019-08-30T08:06:00";38
"IOB";"2019-08-30T08:08:00";38
"IOB";"2019-08-30T08:10:00";38
"IOB";"2019-08-30T08:12:00";38
"IOB";"2019-08-30T08:14:00";38
"IOB";"2019-08-30T08:16:00";38
"IOB";"2019-08-30T08:18:00";38
"IOB";"2019-08-30T08:20:00";38
"IOB";"2019-08-30T08:22:00";38
"IOB";"2019-08-30T08:24:00";38
"IOB";"2019-08-30T08:26:00";38
"IOB";"2019-08-30T08:28:00";38
"IOB";"2019-08-30T08:30:00";38
"IOB";"2019-08-30T08:32:00";38
"IOB";"2019-08-30T08:34:00";38
"IOB";"2019-08-30T08:36:00";38
"IOB";"2019-08-30T08:38:00";38
"IOB";"2019-08-30T08:40:00";38
"IOB";"2019-08-30T08:42:00";38
"IOB";"2019-08-30T08:44:00";38
"IOB";"2019-08-30T08:46:00";38
"IOB";"2019-08-30T08:48:00";38
"IOB";"2019-08-30T08:50:00";38
"IOB";"2019-08-30T08:52:00";38
"IOB";"2019-08-30T08:54:00";38
"IOB";"2019-08-30T08:56:00";38
"IOB";"2019-08-30T08:58:00";38
"IOB";"2019-08-30T09:00:00";38
"IOB";"2019-08-30T09:02:00";38
